CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kamka:P80182,je procjenitelj,kamka:C10008,Povezuje kolektivnog agenta koji je procijenio vrijednost primjerka s tim primjerkom.,kamka:P80006,kamp:C10005,kamp:P50109
kamka:P80183,je sakupljač,kamka:C10008,Povezuje kolektivnog agenta koji je prikupio primjerak terenskim istraživanjem s tim primjerkom.,kamka:P80006,kamp:C10005,kamp:P50114
kamka:P80184,je kolektivni agent koji je dodijelioo nomen za kolektivni agent,kamka:C10008,Povezuje kolektivnog agenta s nomenom koji je dodijelio taj kolektivni agent.,kamka:P80007,kamn:C10013,kamn:P13096
kamka:P80185,ima oznaku za kolektivnog agenta,kamka:C10008,Povezuje kolektivnog agenta s oznakom za taj kolektivni agent.,kamka:P80184,kamn:C10013,kamn:P13098
kamka:P80186,ima nadziranu pristupnicu za kolektivnog agenta,kamka:C10008,"Povezuje kolektivnog agenta s nadziranom riječi ili nizom riječi i/ili drugih oznaka, koja unutar nekog sustava jednoznačno identificira kolektivni agent i okuplja podatke o kolektivnom agentu.",kamka:P80185,kamn:C10013,kamn:P13099
kamka:P80187,ima usvojenu pristupnicu za kolektivnog agenta,kamka:C10008,"Povezuje kolektivnog agenta s usvojenom riječi ili nizom riječi i/ili drugih oznaka, koja unutar nekog sustava jednoznačno identificira kolektivnog agenta i okuplja podatke o kolektivnom agentu.",kamka:P80186,kamn:C10013,kamn:P13100
kamka:P80188,ima varijantnu pristupnicu za kolektivnog agenta,kamka:C10008,"Povezuje kolektivnog agenta s riječi ili nizom riječi ili znakova koji identificiraju kolektivnog agenta unutar određenog sustava, a nisu odabrani za usvojenu pristupnicu.",kamka:P80186,kamn:C10013,kamn:P13101
kamka:P80189,ima dodatno obilježje kolektivnog agenta,kamka:C10008,"Povezuje kolektivnog agenta s riječi, brojkom ili nizom riječi, brojki ili drugih znakova, koji služi razlikovanju kolektivnih agenata čije je ime jednako ili slično.",,,
kamka:P80190,ima identifikator kolektivnog agenta,kamka:C10008,Povezuje kolektivnog agenta s brojčanom ili slovno-brojčanom oznakom koja unutar određenog sustava jednoznačno identificira kolektivnog agenta.,kamka:P80185,kamn:C10013,kamn:P13103
kamka:P80191,ima napomenu o identifikaciji kolektivnog agenta,kamka:C10008,Povezuje kolektivnog agenta s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o kolektivnom agentu i/ili izvorima iz kojih su identifikacijski podaci preuzeti.,kamka:P80192,,
kamka:P80192,ima napomenu o kolektivnom agentu,kamka:C10008,Povezuje kolektivnog agenta s bilo kojom informacijom o kolektivnom agentu koja nije zabilježena uporabom specifičnih atributa i/ili odnosa.,kama:P60181,,
kamka:P80193,ima napomenu o odnosu kolektivnog agenta i drugih jedinica opisa,kamka:C10008,"Povezuje kolektivnog agenta s kratkim nestrukturiranim tekstom koji sadržava pojedinosti o odnosu između kolektivnog  agenta i drugog kolektivnog agenta ili više drugih kolektivnih agenata, odnosno kolektivnog agenta i druge ili više drugih jedinica opisa.",kamka:P80192,,
kamka:P80194,je kolektivni agent predmet djela,kamka:C10008,"Povezuje kolektivnog agenta s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje djelo.
",kamka:P80003,kamd:C10002,kamd:P20327
kamka:P80195,ima ime kolektivnog agenta,kamka:C10008,Povezuje kolektivnog agenta s imenom za kolektivnog agenta.,kamka:P80185,kamn:C10013,kamn:P13164
kamka:P80196,ima usvojeno ime kolektivnog agenta,kamka:C10008,Povezuje kolektivnog agenta s riječi ili nizom riječi ili znakova koji jednoznačno i dosljedno imenuje kolektivnog agenta unutar određenog sustava.,kamka:P80195,kamn:C10013,kamn:P13165
kamka:P80197,ima varijantno ime kolektivnog agenta,kamka:C10008,"Povezuje kolektivnog agenta s riječi, znakom ili nizom riječi ili znakova koji identificiraju kolektivnog agenta unutar određenog sustava, a nisu odabrani za usvojeno ime kolektivnog agenta.",kamka:P80195,kamn:C10013,kamn:P13166
kamka:P80198,je kolektivni agent povezan s osobom,kamka:C10008,Povezuje kolektivnog agenta s osobom.,kamka:P80010,kamo:C10007,kamo:P70237
kamka:P80199,ima za člana korporativno tijelo,kamka:C10008,Povezuje kolektivnog agenta s korporativnim tijelom koji je njegov član.,kamka:P80012,kamkt:C10009,kamkt:P90191
