CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kamd:P20314,ima područje djela,kamd:C10002,"Povezuje djelo s izrazom, nadziranim nazivom, identifikatorom ili drugom oznakom koja označava djelatnost, znanstvenu disciplinu ili drugo polje ljudskog znanja ili djelovanja kojemu pripada sadržaj jedinice građe unutar određenog klasifikacijskog sustava.",,,
kamd:P20315,ima oblik ili žanr,kamd:C10002,"Povezuje djelo s izrazom, nadziranim nazivom, identifikatorom ili drugom oznakom koja označava vrstu kojoj pripada jedinica građe s obzirom na namjenu i organizaciju sadržaja, odabir teme i stila i druge pretežito sadržajne značajke.",,,
kamd:P20316,ima predmet djelo,kamd:C10002,"Povezuje djelo s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje djelo.
",kamd:P20323,kamd:C10002,kamd:P20316
kamd:P20317,ima napomenu o predmetu djela,kamd:C10002,"Povezuje djelo s kratakim nestrukturiranim tekstom u kojemu se navode objašnjenja, tumačenja i druge pojedinosti o predmetu jedinice građe i/ili načinu na koji je predmet utvrđen.",kamd:P20311,,
kamd:P20318,ima predmet izraz,kamd:C10002,"Povezuje djelo s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje izraz.",kamd:P20323,kami:C10003,kami:P30251
kamd:P20319,ima predmet pojavni oblik,kamd:C10002,"Povezuje djelo s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje pojavni oblik.",kamd:P20323,kampo:C10004,kampo:P40326
kamd:P20320,ima predmet primjerak,kamd:C10002,"Povezuje djelo s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje primjerak.",kamd:P20323,kamp:C10005,kamp:P50017
kamd:P20321,ima predmet mjesto,kamd:C10002,Povezuje djelo s mjestom o kojem govori ili ga prikazuje.,kamd:P20323,kamm:C10011,kamm:P11006
kamd:P20322,ima predmet vremenski raspon,kamd:C10002,Povezuje djelo s vremenskim rasponom o kojem govori ili ga prikazuje.,kamd:P20323,kamvr:C10012,kamvr:P12033
kamd:P20323,ima predmet jedinicu opisa,kamd:C10002,Povezuje djelo s jedinicom opisa o kojoj govori ili ju prikazuje.,kamd:P20017,kamjo:C10001,kamjo:P10021
kamd:P20324,ima predmet nomen,kamd:C10002,Povezuje djelo s nomenom o kojem govori ili ga prikazuje.,kamd:P20323,kamn:C10013,kamn:P13171
kamd:P20325,ima predmet agenta,kamd:C10002,Povezuje djelo s agentom o kojem govori ili ga prikazuje.,kamd:P20323,kama:C10006,kama:P60191
kamd:P20326,ima predmet osobu,kamd:C10002,Povezuje djelo s osobom o kojoj govori ili ju prikazuje.,kamd:P20325,kamo:C10007,kamo:P70247
kamd:P20327,ima predmet kolektivnog agenta,kamd:C10002,Povezuje djelo s kolektivnim agentom o kojem govori ili ga prikazuje.,kamd:P20325,kamka:C10008,kamka:P80194
kamd:P20328,ima predmet korporativno tijelo,kamd:C10002,Povezuje djelo s korporativnim tijelom o kojem govori ili ga prikazuje.,kamd:P20327,kamkt:C10009,kamkt:P90223
kamd:P20329,ima predmet obitelj,kamd:C10002,Povezuje djelo s obitelji o kojoj govori ili ju prikazuje.,kamd:P20327,kamob:C10010,kamob:P10208
kamd:P20330,ima kategoriju djela,kamd:C10002,Povezuje djelo s vrstom kojoj djelo pripada.,kamjo:P10001,,
kamd:P20331,ima djelo povezano s pojavnim oblikom,kamd:C10002,Povezuje djelo s pojavnim oblikom.,kamd:P20017,kampo:C10004,kampo:P40325
kamd:P20332,ima djelo povezano s primjerkom,kamd:C10002,Povezuje djelo s primjerkom.,kamd:P20017,kamp:C10005,kamp:P50016
