CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kamn:P13141,je varijantna pristupnica za mjesto,kamn:C10013,"Povezuje riječ, izreku ili skup znakova koji imenuju mjesto unutar određenog sustava, a nisu odabrani za usvojenu pristupnicu s mjestom.",kamn:P13139,kamm:C10011,kamm:P11045
kamn:P13142,je identifikator mjesta,kamn:C10013,Povezuje brojčanu ili slovno-brojčanu oznaku koja unutar određenog sustava jednoznačno identificira mjesto s mjestom.,kamn:P13138,kamm:C10011,kamm:P11046
kamn:P13143,je ime mjesta,kamn:C10013,"Povezuje riječ, izraz ili skup znakova kojima se imenuje mjesto unutar određenog sustava s mjestom. ",kamn:P13138,kamm:C10011,kamm:P11047
kamn:P13144,je usvojeno ime mjesta,kamn:C10013,"Povezuje riječ, izraz ili skup znakova kojima se daje prednost u imenovanju mjesta unutar određenog sustava s mjestom. ",kamn:P13139,kamm:C10011,kamm:P11048
kamn:P13145,je vrsta usvojenog imena mjesta,kamn:C10013,Povezuje nomen s riječi ili izrazom koji označava kategoriju kojoj pripada usvojeno ime mjesta.,,,
kamn:P13146,je varijantno ime mjesta,kamn:C10013,"Povezuje riječ, izreku ili skup znakova koji identificiraju mjesto unutar određenog sustava, a nisu odabrani za usvojeno ime mjesta s mjestom.",kamn:P13139,kamm:C10011,kamm:P11049
kamn:P13147,je vrsta varijantnog imena mjesta,kamn:C10013,Povezuje nomen s riječi ili izrazom koji označava kategoriju kojoj pripada varijantno ime mjesta.,,,
kamn:P13148,je dodatno obilježje mjesta,kamn:C10013,"Povezuje riječ, izraz ili skup znakova koji razlikuju mjesto od drugih mjesta istog imena s mjestom.",,,
kamn:P13149,ima napomenu o nomenu mjesta,kamn:C10013,Povezuje nomen s bilo kojom informacijom o nomenu mjesta koja nije zabilježena uporabom specifičnih atributa i/ili odnosa.,kamn:P13016,,
kamn:P13150,ima napomenu o identifikaciji mjesta,kamn:C10013,Povezuje nomen s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o mjestu i/ili izvorima iz kojih su identifikacijski podaci preuzeti.,kamn:P13149,,
kamn:P13151,ima napomenu o odnosu nomena i mjesta,kamn:C10013,Povezuje nomen s kratkim nestrukturiranim tekstom koji sadržava pojedinosti o odnosu između nomena i mjesta ili više drugih mjesta.,kamn:P13149,,
kamn:P13152,je nomen za vremenski raspon,kamn:C10013,Povezuje nomen s vremenskim rasponom.,kamn:P13010,kamv:C10012,kamvr:P12035
kamn:P13153,je oznaka za vremenski raspon,kamn:C10013,"Povezuje ime, naziv ili drugu oznaku pomoću koje se u informacijskom sustavu identificira vremenski raspon i/ili pronalaze i okupljaju podaci o vremenskom rasponu s vremenskim rasponom.",kamn:P13152,kamv:C10012,kamvr:P12036
kamn:P13154,je nadzirana pristupnica za vremenski raspon,kamn:C10013,Povezuje pristupnicu koja je preuzeta iz nadziranog rječnika ili oblikovana prema određenim pravilima s vremenskim rasponom.,kamn:P13153,kamv:C10012,kamvr:P12037
kamn:P13155,je usvojena pristupnica za vremenski raspon,kamn:C10013,"Povezuje nadziranu riječ, izraz ili niz riječi i/ili drugih oznaka koje unutar nekog sustava jednoznačno identificiraju vremenski raspon i okupljaju podatke o vremenskom rasponu s vremenskim rasponom.",kamn:P13154,kamv:C10012,kamvr:P12038
kamn:P13156,je varijantna pristupnica za vremenski raspon,kamn:C10013,"Povezuje riječ, niz riječi i/ili drugih oznaka koje identificiraju vremenski raspon unutar određenog sustava, a nisu odabrane za usvojenu pristupnicu s vremenskim rasponom. ",kamn:P13154,kamv:C10012,kamvr:P12039
kamn:P13157,je identifikator za vremenski raspon,kamn:C10013,Povezuje brojčanu ili slovno-brojčanu oznaku koja unutar određenog sustava jednoznačno identificira vremenski raspon s vremenskim rasponom.,kamn:P13153,kamv:C10012,kamvr:P12040
kamn:P13158,ima napomenu o nomenu vremenskog raspona,kamn:C10013,Povezuje nomen s bilo kojom informacijom o nomenu vremenskog raspona koja nije zabilježena uporabom specifičnih atributa i/ili odnosa.,kamn:P13016,,
kamn:P13159,ima napomenu o identifikaciji vremenskog raspona,kamn:C10013,Povezuje nomen s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o vremenskom rasponu i/ili izvorima iz kojih su identifikacijski podaci preuzeti.,kamn:P13158,,
kamn:P13160,ima napomenu o odnosu nomena i vremenskog raspona,kamn:C10013,Povezuje nomen s kratkim nestrukturiranim tekstom koji sadržava pojedinosti o odnosu između nomena i vremenskog raspona ili više drugih vremenskih raspona.,kamn:P13158,,
kamn:P13161,je ime agenta,kamn:C10013,Povezuje ime agenta s agentom.,kamn:P13071,kama:C10006,kama:P60192
kamn:P13162,je usvojeno ime agenta,kamn:C10013,Povezuje riječ ili niz riječi ili znakova koji jednoznačno i dosljedno imenuje agenta unutar određenog sustava s agentom.,kamn:P13161,kama:C10006,kama:P60193
kamn:P13163,je varijantno ime agenta,kamn:C10013,"Povezuje riječ, znak ili niz riječi ili znakova koji identificiraju agenta unutar određenog sustava, a nisu odabrani za usvojeno ime agenta s agentom.",kamn:P13161,kama:C10006,kama:P60194
kamn:P13164,je ime kolektivnog agenta,kamn:C10013,Povezuje ime kolektivnog agenta s kolektivnim agentom.,kamn:P13098,kamka:C10008,kamka:P80195
kamn:P13165,je usvojeno ime kolektivnog agenta,kamn:C10013,Povezuje riječ ili niz riječi ili znakova koji jednoznačno i dosljedno imenuje kolektivnog agenta unutar određenog sustava s koklektivnim agentom.,kamn:P13164,kamka:C10008,kamka:P80196
kamn:P13166,je varijantno ime kolektivnog agenta,kamn:C10013,"Povezuje riječ, znak ili niz riječi ili znakova koji identificiraju kolektivnog agenta unutar određenog sustava, a nisu odabrani za usvojeno ime kolektivnog agenta s kolektivnim agentom.",kamn:P13164,kamka:C10008,kamka:P80197
kamn:P13167,je vrsta usvojenog imena agenta,kamn:C10013,Povezuje nomen s riječi ili izrazom koji označava kategoriju kojoj pripada usvojeno ime agenta.,,,
kamn:P13168,je vrsta varijantnog imena agenta,kamn:C10013,Povezuje nomen s riječi ili izrazom koji označava kategoriju kojoj pripada varijantno ime agenta.,,,
kamn:P13169,je vrsta usvojenog imena kolektivnog agenta,kamn:C10013,Povezuje nomen s riječi ili izrazom koji označava kategoriju kojoj pripada usvojeno ime kolektivnog agenta.,,,
kamn:P13170,je vrsta varijantnog imena kolektivnog agenta,kamn:C10013,Povezuje nomen s riječi ili izrazom koji označava kategoriju kojoj pripada varijantno ime kolektivnog agenta.,,,
kamn:P13171,je nomen predmet djela,kamn:C10013,Povezuje nomen s djelom koje o njemu govori ili ga prikazuje.,kamn:P13019,kamd:C10002,kamd:P20324
