CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kamo:P70233,je učenik,kamo:C10007,Povezuje osobu s osobom od koje je izučila zanat ili zanimanje.,kamo:P70202,kamo:C10007,kamo:P70234
kamo:P70234,ima učenika,kamo:C10007,Povezuje osobu s osobom koju je izučila zanat ili zanimanje.,kamo:P70202,kamo:C10007,kamo:P70233
kamo:P70235,je učitelj,kamo:C10007,Povezuje osobu s osobom koju je podučila zanatu ili zanimanju.,kamo:P70202,kamo:C10007,kamo:P70236
kamo:P70236,ima učitelja,kamo:C10007,Povezuje osobu s osobom koja ju je podučila zanatu ili zanimanju.,kamo:P70202,kamo:C10007,kamo:P70235
kamo:P70237,je osoba povezana s kolektivnim agentom,kamo:C10007,Povezuje osobu s kolektivnim agentom.,kamo:P70201,kamka:C10008,kamka:P80198
kamo:P70238,je osoba povezana s korporativnim tijelom,kamo:C10007,Povezuje osobu s korporativnim tijelom.,kamo:P70237,kamkt:C10009,kamkt:P90203
kamo:P70239,je član korporativnog tijela,kamo:C10007,"Povezuje osobu s korporativnim tijelom (udruge, stranke, grupe, korporativnog sastanka itd.) kojeg je član.",kamo:P70238,kamkt:C10009,kamkt:P90205
kamo:P70240,je vlasnik korporativnog tijela,kamo:C10007,Povezuje osobu s korporativnim tijelom kojeg je vlasnik,kamo:P70238,kamkt:C10009,kamkt:P90206
kamo:P70241,je zaposlenik korporativnog tijela,kamo:C10007,"Povezuje osobu s korporativnim tijelom (ustanovi, tvrtki itd.) u čijem je radnom odnosu.	",kamo:P70238,kamkt:C10009,kamkt:P90204
kamo:P70242,je osoba povezana s obitelji,kamo:C10007,Povezuje osobu s obitelji.,kamo:P70237,kamob:C10010,kamob:P10187
kamo:P70243,je osoba član obitelji,kamo:C10007,"Povezuje osobu s obitelji s kojom je povezana rodbinskim, bračnim ili drugim vezama.",kamo:P70242,kamob:C10010,kamob:P10188
kamo:P70244,ima napomenu o identifikaciji osobe,kamo:C10007,Povezuje osobu s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o osobi i/ili izvorima iz kojih su identifikacijski podaci preuzeti.,kamo:P70018,,
kamo:P70245,ima napomenu o odnosu osobe i drugih jedinica opisa,kamo:C10007,"Povezuje osobu s kratkim nestrukturiranim tekstom koji sadržava pojedinosti o odnosu između osobe i i druge osobe ili više drugih osoba, odnosno osobe i druge ili više drugih jedinica opisa.",kamo:P70018,,
kamo:P70247,je osoba predmet djela,kamo:C10007,"Povezuje osobu s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje djelo.",kamo:P70019,kamd:C10002,kamd:P20326
kamo:P70246,ima kategoriju osobe,kamo:C10007,Povezuje osobu s vrstom kojoj osoba pripada.,kama:P60001,,
