CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kamob:P10138,je ljevač,kamob:C10010,"Povezuje obitelj koja je oblikovala predmet lijevanjem tekućeg metala, stakla ili drugog materijala u kalup s tim pojavnim oblikom.",kamob:P10124,kampo:C10004,kampo:P40174
kamob:P10139,je modeler,kamob:C10010,Povezuje obitelj koja je oblikovala predmet modeliranjem pripremljene smjese s tim pojavnim oblikom.,kamob:P10124,kampo:C10004,kampo:P40179
kamob:P10140,je pisar,kamob:C10010,Povezuje obitelj koja je ispisala ili prepisala tekst rukopisa s izrazom tog djela.,kamob:P10124,kampo:C10004,kampo:P40184
kamob:P10141,je pozlatar,kamob:C10010,"Povezuje obitelj koja je nanijela pozlatu na predmet od drva, metala, keramike, porculana, stakla, kože ili drugog materijala s tim pojavnim oblikom.",kamob:P10124,kampo:C10004,kampo:P40189
kamob:P10142,je rezbar,kamob:C10010,Povezuje obitelj koja je oblikovala ili ukrasila predmet ili dio drvenog predmeta urezivanjem raznih oblika s tim pojavnim oblikom.,kamob:P10124,kampo:C10004,kampo:P40194
kamob:P10143,je staklopuhač,kamob:C10010,"Povezuje obitelj koja je oblikovala stakleni predmet upuhivanjem zraka u masu rastaljenog stakla, uključujući dodatno oblikovanje hvataljkama, škarama i valjanjem s tim pojavnim oblikom.",kamob:P10124,kampo:C10004,kampo:P40199
kamob:P10144,je stolar,kamob:C10010,"Povezuje obitelj koja je izradila drveni predmet ili građevni element, uključujući namještaj, oplate, obloge i građevnu stolariju s tim pojavnim oblikom.",kamob:P10124,kampo:C10004,kampo:P40204
kamob:P10145,je tapetar,kamob:C10010,Povezuje obitelj koja je izradila tekstilne presvlake za namještaj s tim pojavnim oblikom.,kamob:P10124,kampo:C10004,kampo:P40209
kamob:P10146,je tkalac,kamob:C10010,Povezuje obitelj koja je izradila tekstil ili drugi materijal tehnikom prepletanja niti s tim pojavnim oblikom.,kamob:P10124,kampo:C10004,kampo:P40214
kamob:P10147,je uokvirivač,kamob:C10010,"Povezuje obitelj koja je izradila ili ukrasila okvir za sliku, ogledalo ili drugi predmet s tim pojavnim oblikom.",kamob:P10124,kampo:C10004,kampo:P40219
kamob:P10148,je urar,kamob:C10010,Povezuje obitelj koja je izradila satni mehanizam s tim pojavnim oblikom.,kamob:P10124,kampo:C10004,kampo:P40224
kamob:P10149,je vizažist,kamob:C10010,Povezuje obitelj koja je izradila predmet ili dio predmeta tehnikom vitraja s tim pojavnim oblikom.,kamob:P10124,kampo:C10004,kampo:P40229
kamob:P10150,je nakladnik,kamob:C10010,"Povezuje obitelj koja je organizacijski, financijski i pravno odgovorna za objavljivanje pojavnog oblika s tim pojavnim oblikom.",kamob:P10012,kampo:C10004,kampo:P40234
kamob:P10151,je oglašivač,kamob:C10010,Povezuje obitelj koja je osmislila reklamnu kampanju i/ili koordinirala oglašavanje pojavnog oblika u masovnim medijima s tim pojavnim oblikom.,kamob:P10012,kampo:C10004,kampo:P40239
kamob:P10152,je proizvođač,kamob:C10010,"Povezuje obitelj koja je organizirala, financirala i/ili sudjelovala u procesu serijske proizvodnje pojavnog oblika ili njegovih dijelova s tim pojavnim oblikom.",kamob:P10012,kampo:C10004,kampo:P40244
kamob:P10153,je proizvođač papira,kamob:C10010,"Povezuje obitelj koja je proizvela papir tiskanog ili rukopisnog sveska, lista ili skupa listova s tim pojavnim oblikom.",kamob:P10152,kampo:C10004,kampo:P40249
kamob:P10154,je tiskar,kamob:C10010,Povezuje obitelj koja je proizvela pojavni oblik otiskom teksta ili slike na papir ili drugu podlogu s tim pojavnim oblikom.,kamob:P10152,kampo:C10004,kampo:P40254
kamob:P10155,je prenositelj,kamob:C10010,"Povezuje obitelj koja je sudjelovala u prijenosu sadržaja putem televizije, radija, interneta itd. s tim pojavnim oblikom.",kamob:P10012,kampo:C10004,kampo:P40259
kamob:P10156,je prodavač,kamob:C10010,Povezuje obitelj koja nudi na prodaju primjerke serijski proizvedenoga pojavnog oblika s tim pojavnim oblikom.,kamob:P10012,kampo:C10004,kampo:P40264
kamob:P10157,je knjižar,kamob:C10010,Povezuje obitelj koja nudi na prodaju knjige i druge publikacije s tim pojavnim oblikom.,kamob:P10156,kampo:C10004,kampo:P40269
kamob:P10158,je raspačavatelj,kamob:C10010,Povezuje obitelj koja ima isključivo pravo prodaje ili dijeljenja primjeraka pojavnog oblika na određenom tržištu s tim pojavnim oblikom.,kamob:P10012,kampo:C10004,kampo:P40274
kamob:P10159,je suradnik na izdanju,kamob:C10010,Povezuje obitelj koja sudjeluje u pripremi određenog izdanja za objavljivanje s tim pojavnim oblikom.,kamob:P10012,kampo:C10004,kampo:P40279
kamob:P10160,je autor dodanog teksta,kamob:C10010,"Povezuje obitelj koja je dopunila izdanje teksta druge obitelji predgovorom, pogovorom, objašnjenjima, komentarima itd. s tim pojavnim oblikom.",kamob:P10159,kampo:C10004,kampo:P40284
kamob:P10161,je grafički urednik,kamob:C10010,"Povezuje obitelj odgovornu za grafičko oblikovanje izdanja, uključujući prijelom i pripremu za tisak s tim pojavnim oblikom.",kamob:P10159,kampo:C10004,kampo:P40289
kamob:P10162,je ilustrator,kamob:C10010,Povezuje obitelj koja je oblikovala slikovne prikaze uz određeno izdanje teksta s tim pojavnim oblikom.,kamob:P10159,kampo:C10004,kampo:P40294
kamob:P10163,je tipograf,kamob:C10010,"Povezuje obitelj koja je oblikovala slova tiskanog teksta, uključujući slaganje tiskarskog sloga od pomičnih slova s tim pojavnim oblikom.",kamob:P10159,kampo:C10004,kampo:P40299
kamob:P10164,je obitelj koja je preinačila primjerak,kamob:C10010,Povezuje obitelj čija je intervencija dovela do razlikovanja primjerka od drugih primjeraka istog pojavnog oblika s tim primjerkom.,kamob:P10013,kamp:C10005,kamp:P50037
kamob:P10165,je anotator,kamob:C10010,"Povezuje obitelj koja je ručno dodala primjerku tekstualne, slikovne ili druge bilješke s tim primjerkom.",kamob:P10164,kamp:C10005,kamp:P50042
kamob:P10166,je iluminator,kamob:C10010,Povezuje obitelj koja je ukrasila primjerak iluminacijama s tim primjerkom.,kamob:P10164,kamp:C10005,kamp:P50047
kamob:P10167,je knjigoveža,kamob:C10010,Povezuje obitelj koja je uvezala knjigu s tim primjerkom.,kamob:P10164,kamp:C10005,kamp:P50052
kamob:P10168,je restaurator,kamob:C10010,Povezuje obitelj koja je modificirala primjerak kako bi zaustavila njegovo propadanje i vratila ga u stanje najbliže onome kakvo je bilo u određenom razdoblju njegove prošlosti s tim primjerkom.,kamob:P10164,kamp:C10005,kamp:P50062
kamob:P10169,je rubrikator,kamob:C10010,Povezuje obitelji koja je oblikovala i ukrasila početna slova (inicijale) teksta u rukopisima i prvim tiskanim knjigama s tim primjerkom.,kamob:P10164,kamp:C10005,kamp:P50121
kamob:P10170,je obitelj koja je stručno obradila primjerak,kamob:C10010,"Povezuje obitelj odgovornu za inventarizaciju i/ili stručnu obradu primjerka, uključujući unos podataka o primjerku u informacijski sustav s tim primjerkom.",kamob:P10013,kamp:C10005,kamp:P50071
kamob:P10171,je determinator,kamob:C10010,Povezuje obitelj koja je identificirala vrstu kojoj pripada primjerak prirodoslovne građe s tim primjerkom.,kamob:P10013,kamp:C10005,kamp:P50076
kamob:P10172,je aukcionist,kamob:C10010,Povezuje osobu koja je posredovala pri aukcijskoj kupnji primjerka s tim primjerkom.,kamob:P10013,kamp:C10005,kamp:P50081
kamob:P10173,je posjednik,kamob:C10010,Povezuje obitelj koja posjeduje i/ili skrbi o primjerku s tim primjerkom.,kamob:P10013,kamp:C10005,kamp:P50086
