CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kama:P60171,je aukcionist,kama:C10006,Povezuje agenta koji je posredovao pri aukcijskoj kupnji primjerka s tim primjerkom.,kama:P60006,kamp:C10005,kamp:P50077
kama:P60172,je posjednik,kama:C10006,Povezuje agenta koji posjeduje i/ili skrbi o primjerku s tim primjerkom.,kama:P60006,kamp:C10005,kamp:P50082
kama:P60173,je vlasnik,kama:C10006,Povezuje agenta koji nad primjerkom uživa ili je uživao vlasnička prava s tim primjerkom.,kama:P60173,kamp:C10005,kamp:P50087
kama:P60174,je darovatelj,kama:C10006,Povezuje agenta koji je darovao primjerak sadašnjem vlasniku s tim primjerkom.,kama:P60173,kamp:C10005,kamp:P50092
kama:P60175,je deponent,kama:C10006,Povezuje agenta koji je primjerak u svom vlasništvu povjerio na skrb i upravljanje sadašnjem imatelju s tim primjerkom.,kama:P60173,kamp:C10005,kamp:P50097
kama:P60176,je prodavatelj,kama:C10006,Povezuje agenta koji je prodao primjerak sadašnjem vlasniku s tim primjerkom.,kama:P60173,kamp:C10005,kamp:P50102
kama:P60177,je preparator,kama:C10006,Povezuje agenta koji je izradio preparat  prirodoslovnog objekta s tim primjerkom.,kama:P60006,kamp:C10005,kamp:P50053
kama:P60178,je procjenitelj,kama:C10006,Povezuje agenta koji je procijenio vrijednost primjerka s tim primjerkom.,kama:P60006,kamp:C10005,kamp:P50107
kama:P60179,je sakupljač,kama:C10006,Povezuje agenta koji je prikupio primjerak terenskim istraživanjem s tim primjerkom.,kama:P60006,kamp:C10005,kamp:P50112
kama:P60180,ima napomenu o agentu,kama:C10006,Povezuje agenta s bilo kojom informacijom o agentu koja nije zabilježena uporabom specifičnih atributa i/ili odnosa.,kamjo:P10022,,
kama:P60181,ima napomenu o odnosu agenta i drugih jedinica opisa,kama:C10006,"Povezuje agenta s kratkim nestrukturiranim tekstom koji sadržava pojedinosti o odnosu između agenta i drugog agenta ili više drugih agenata, odnosno agenta i druge ili više drugih jedinica opisa.",kama:P60181,,
kama:P60182,je agent povezan s nomenom za agenta,kama:C10006,Povezuje agenta s nomenom za agenta.,kama:P60002,kamn:C10013,kamn:P13070
kama:P60183,ima oznaku za agenta,kama:C10006,Povezuje agenta s oznakom za agenta.,kama:P60183,kamn:C10013,kamn:P13071
kama:P60184,ima nadziranu pristupnicu za agenta,kama:C10006,"Povezuje agenta s nadziranom riječi ili nizom riječi i/ili drugih oznaka, koja unutar nekog sustava jednoznačno identificira djelo i okuplja podatke o agentu.",kama:P60184,kamn:C10013,kamn:P13072
kama:P60185,ima usvojenu pristupnicu za agenta,kama:C10006,"Povezuje agenta s usvojenom riječi ili nizom riječi i/ili drugih oznaka, koja unutar nekog sustava jednoznačno identificira agenta i okuplja podatke o agentu.",kama:P60185,kamn:C10013,kamn:P13073
kama:P60186,ima varijantnu pristupnicu za agenta,kama:C10006,"Povezuje agenta s riječi ili nizom riječi ili znakova koji identificiraju agenta unutar određenog sustava, a nisu odabrani za usvojenu pristupnicu.",kama:P60185,kamn:C10013,kamn:P13074
kama:P60187,ima dodatno obilježje agenta,kama:C10006,"Povezuje agenta s riječi, brojkom ili nizom riječi, brojki ili drugih znakova, koji služi razlikovanju agenata čije je ime jednako ili slično.",,,
kama:P60188,ima identifikator agenta,kama:C10006,Povezuje agenta s brojčanom ili slovno-brojčanom oznakom koja unutar određenog sustava jednoznačno identificira agenta.,kama:P60184,kamn:C10013,kamn:P13076
kama:P60189,ima napomenu o identifikaciji agenta,kama:C10006,Povezuje agenta s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o agentu i/ili izvorima iz kojih su identifikacijski podaci preuzeti.,kama:P60181,,
kama:P60190,je agent predmet djela,kama:C10006,"Povezuje agenta s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje djelo.
",kama:P60003,kamd:C10002,kamd:P20325
kama:P60191,ima ime agenta,kama:C10006,Povezuje agenta s imenom za agenta.,kama:P60184,kamn:C10013,kamn:P13161
kama:P60192,ima usvojeno ime agenta,kama:C10006,Povezuje agenta s riječi ili nizom riječi ili znakova koji jednoznačno i dosljedno imenuje agenta unutar određenog sustava.,kamka:P60192,kamn:C10013,kamn:P13162
kama:P60193,ima varijantno ime agenta,kama:C10006,"Povezuje agenta s riječi, znakom ili nizom riječi ili znakova koji identificiraju agenta unutar određenog sustava, a nisu odabrani za usvojeno ime agenta.",kamka:P60192,kamn:C10013,kamn:P13163
kama:P60194,je agent povezan s obitelji,kama:C10006,Povezuje agenta s obitelji.,kama:P60002,kamo:C10010,kamob:P10186
